2025-09-01 20:43:10,908 | __main__ | INFO | init_app:100 | Application configured for development environment
2025-09-11 03:36:31,124 | __main__ | INFO | <module>:561 | ============================================================
2025-09-11 03:36:31,125 | __main__ | INFO | <module>:562 | GeoPhoto Enhanced Application Starting
2025-09-11 03:36:31,126 | __main__ | INFO | <module>:563 | Environment: development
2025-09-11 03:36:31,128 | __main__ | INFO | <module>:564 | ============================================================
2025-09-11 03:36:31,189 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:36:31,208 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:36:45,011 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:36:45,113 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:36:45,846 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:36:45,849 | __main__ | INFO | <module>:561 | ============================================================
2025-09-11 03:36:45,850 | __main__ | INFO | <module>:562 | GeoPhoto Enhanced Application Starting
2025-09-11 03:36:45,850 | __main__ | INFO | <module>:563 | Environment: development
2025-09-11 03:36:45,850 | __main__ | INFO | <module>:564 | ============================================================
2025-09-11 03:36:45,899 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:36:45,913 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
2025-09-11 03:37:03,635 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:37:03] "GET / HTTP/1.1" 200 -
2025-09-11 03:37:04,147 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:37:04] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:37:04,157 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:37:04] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:37:15,403 | __main__ | INFO | index:473 | File saved: C:\Users\YahyaAdib\OneDrive - I.T.S. Umbria Made in Italy\Desktop\Progetto-Geo-App-Photo-main\uploads\20250911_033715_20250903_153853.jpg
2025-09-11 03:37:15,492 | __main__ | INFO | extract_all_exif:324 | Extracted from indexed format: lat=43.10531082341964, lon=12.375411987256074
2025-09-11 03:37:15,493 | __main__ | INFO | extract_all_exif:359 | GPS coordinates successfully stored: 43.10531082341964, 12.375411987256074
2025-09-11 03:37:15,803 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:37:15] "POST / HTTP/1.1" 200 -
2025-09-11 03:37:15,865 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:37:15] "[36mGET /static/css/style.css HTTP/1.1[0m" 304 -
2025-09-11 03:37:16,953 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:37:16] "[36mGET /static/js/script.js HTTP/1.1[0m" 304 -
2025-09-11 03:39:05,362 | werkzeug | INFO | _log:97 | 127.0.0.1 - - [11/Sep/2025 03:39:05] "POST /update-gps HTTP/1.1" 200 -
2025-09-11 03:40:48,043 | werkzeug | INFO | _log:97 |  * Detected change in 'C:\\Users\\YahyaAdib\\OneDrive - I.T.S. Umbria Made in Italy\\Desktop\\Progetto-Geo-App-Photo-main\\app.py', reloading
2025-09-11 03:40:48,164 | werkzeug | INFO | _log:97 |  * Restarting with stat
2025-09-11 03:40:49,123 | __main__ | INFO | init_app:71 | Application configured for development environment
2025-09-11 03:40:49,126 | __main__ | INFO | <module>:561 | ============================================================
2025-09-11 03:40:49,127 | __main__ | INFO | <module>:562 | GeoPhoto Enhanced Application Starting
2025-09-11 03:40:49,129 | __main__ | INFO | <module>:563 | Environment: development
2025-09-11 03:40:49,129 | __main__ | INFO | <module>:564 | ============================================================
2025-09-11 03:40:49,189 | werkzeug | WARNING | _log:97 |  * Debugger is active!
2025-09-11 03:40:49,199 | werkzeug | INFO | _log:97 |  * Debugger PIN: 694-503-831
